Insert
208
106
104
130
93
171
154
136
273
145
183
150
225
143
258
234
135
132
109
1474
249
157
147
106
126
126
123
96
130
180
163
176
223
344
270
214
164
137
357
352
143
280
122
122
125
96
114
106
116
116
87
112
111
109
103
86
102
102
106
77
105
285
103
94
74
101
91
101
74
89
91
96
96
71
89
87
90
65
91
85
88
87
68
90
86
86
92
60
86
88
92
61
84
91
85
86
61
83
80
91

Search
24
23
24
23
34
25
24
53
29
29
25
42
40
47
26
26
25
25
38
78
27
26
25
24
25
26
25
27
41
37
38
70
49
71
38
26
24
32
29
40
24
24
24
22
27
23
24
22
27
23
24
22
22
23
24
23
23
23
24
22
23
24
23
23
24
22
25
33
22
22
22
23
25
24
22
23
22
23
25
34
23
25
23
22
34
22
23
22
22
23
33
23
24
23
22
22
22
23
24
23
