Insert
4
11
8
11
14
16
28
27
36
42
37
68
51
49
71
48
70
53
56
62
62
68
69
72
74
83
71
73
77
79
83
87
87
110
82
84
86
95
91
94
96
118
117
99
100
103
112
175
110
112
114
190
122
122
146
145
127
129
156
175
162
167
176
152
157
148
171
153
156
156
206
163
189
167
170
171
267
177
178
218
184
186
203
228
193
194
209
199
202
205
245
208
210
213
215
216
219
221
263
226

Sort
14
30
47
69
87
118
169
238
231
239
284
282
370
414
422
332
329
340
359
381
402
438
443
476
492
481
468
515
522
531
549
723
689
610
562
581
600
636
682
663
649
949
724
733
752
965
1012
857
839
834
876
922
918
1082
1078
907
975
1081
1242
1334
1281
1321
1451
1122
1522
1169
1140
1216
1216
1324
1221
1267
1272
1274
1336
1423
1667
1406
1371
1405
1448
1456
1787
1470
1547
1797
1622
1879
1680
1612
1564
1652
1815
1776
1722
1751
1736
1830
1839
1813
